entity_id,name,category_raw,address_clean,postcode_digits,county,city_market,lat,lon,website,phones,emails,maps_url,open_status_norm,working_hours,facebook,instagram,whatsapp,youtube,tiktok,linkedin,twitter
LDI1-RO-DE-V92W-NG19-65,Doctor Dan Ruslan — Stomatologie Navodari,Clinică de stomatologie,"Aleea Trandafirilor, nr. 5, bl. 40, sc A, Parter, Navodari",905700,Constanta,Năvodari,44.3203965,28.6132811,,+40721019927,,https://www.google.com/maps/place/Doctor+Dan+Ruslan+%E2%80%94+Stomatologie+Navodari/data=!4m7!3m6!1s0x40baf5ce0dc3f46b:0x31347014ed6e0956!8m2!3d44.3203965!4d28.6132811!16s%2Fg%2F1263x7xdf!19sChIJa_TDDc71ukARVglu7RRwNDE?authuser=0&hl=ro&rclk=1,open,miercuri: 08:30–19; joi: 08:30–19; vineri: 08:30–19; sâmbătă: 08:30–15; duminică: Închis; luni: 08:30–19; marți: 08:30–19,,,,,,,
LDI1-RO-DE-YRJS-XA2W-25,CABINET STOMATOLOGIC DR. TUTUESCU SERGIU,Stomatolog,"Aleea Panseluțelor 8, Navodari",905700,Constanta,Năvodari,44.3180497,28.6136618,,+40732277237,,https://www.google.com/maps/place/CABINET+STOMATOLOGIC+DR.+TUTUESCU+SERGIU/data=!4m7!3m6!1s0x40baf5d26c3f1ae5:0xef3b706006b7ae87!8m2!3d44.3180497!4d28.6136618!16s%2Fg%2F11bbrgs3q0!19sChIJ5Ro_bNL1ukARh663BmBwO-8?authuser=0&hl=ro&rclk=1,open,miercuri: 09–17:30; joi: 09–17:30; vineri: 09–17:30; sâmbătă: Închis; duminică: Închis; luni: 09–17:30; marți: 09–17:30,,,,,,,
LDI1-RO-DE-1864-YRY5-25,Dr. Ayhan Paradin,Stomatolog,"Strada Midiei 7, Navodari",905700,Constanta,Năvodari,44.3232981,28.6130878,,,,https://www.google.com/maps/place/Dr.+Ayhan+Paradin/data=!4m7!3m6!1s0x40baf5c4da30b517:0x4c7d64be963ccfd2!8m2!3d44.3232981!4d28.6130878!16s%2Fg%2F11sg9qf0py!19sChIJF7Uw2sT1ukAR0s88lr5kfUw?authuser=0&hl=ro&rclk=1,unspecified,,,,,,,,
LDI1-RO-DE-TW3N-T6VW-20,Cabinet stomatologic Dr. Ivan Popescu,Stomatolog,"Strada Rândunelelor, Navodari",905700,Constanta,Năvodari,44.3174582,28.6132814,,+40724316901,,"https://www.google.com/maps/place/Cabinet+stomatologic+Dr.+Ivan+Popescu/@44.3174582,28.6132814,17z/data=!3m1!4b1!4m6!3m5!1s0x40baf5d28a705dad:0x433a4a7986ecc5ac!8m2!3d44.3174582!4d28.6132814!16s%2Fg%2F1tds562v?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",unspecified,,,,,,,,
LDI1-RO-DE-17DH-H1R1-37,"CHIREA ELENA, CABINET MEDICAL INDIVIDUAL DE STOMATOLOGIE",Stomatolog,"Str. Culturii 36, Navodari",905700,Constanta,Năvodari,44.324526,28.6065019,,+40727842927,,"https://www.google.com/maps/place/CHIREA+ELENA,+CABINET+MEDICAL+INDIVIDUAL+DE+STOMATOLOGIE/data=!4m7!3m6!1s0x40baf5c853927f93:0x3b89abd084aa2c62!8m2!3d44.324526!4d28.6065019!16s%2Fg%2F1hc4nvh8n!19sChIJk3-SU8j1ukARYiyqhNCriTs?authuser=0&hl=ro&rclk=1",unspecified,,,,,,,,
LDI1-RO-DE-1S98-2KFM-20,M&M Dental Team by Dr. Cristian Mina,Stomatolog,"Bulevardul Ferdinand 34, Constanta",900675,Constanta,Constanța,44.1773568,28.6489132,https://mmdentalteam.com/,+40787382957,mm_dentalteam@yahoo.ca,https://www.google.com/maps/place/M%26M+Dental+Team+by+Dr.+Cristian+Mina/data=!4m7!3m6!1s0x40bae56e8ce05885:0xb57801fd10472d0d!8m2!3d44.1773568!4d28.6489132!16s%2Fg%2F11x5tgtcf5!19sChIJhVjgjG7lukARDS1HEP0BeLU?authuser=0&hl=ro&rclk=1,open,miercuri: 08–21; joi: 08–21; vineri: 08–21; sâmbătă: 08–14; duminică: Închis; luni: 08–21; marți: 08–21,,https://www.instagram.com/mmdentalteam76,,,,,
LDI1-RO-DE-RSDS-6FGA-43,MEDICAL DENT,Clinică de stomatologie,"Bl. L30, Bulevardul 1 Decembrie 1918 27, Constanta",900162,Constanta,Constanța,44.1754379,28.6358383,https://medicaldent2000.ro/,+40729663012,medicaldent2000@yahoo.com,https://www.google.com/maps/place/MEDICAL+DENT/data=!4m7!3m6!1s0x40bae5f4f7ceca35:0x675188c25c25696f!8m2!3d44.1754379!4d28.6358383!16s%2Fg%2F11wvylcwtk!19sChIJNcrO9_TlukARb2klXMKIUWc?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: 09–17; duminică: Închis; luni: 09–19; marți: 09–19,,https://www.instagram.com/medicaldent2025,,,,,
LDI1-RO-DE-AESH-3B89-89,Tudent,Stomatolog,"Strada Crișanei 2, Constanta",900573,Constanta,Constanța,44.194473,28.6490276,https://www.tudent.ro/,+40341464716,contact@tudent.ro,"https://www.google.com/maps/place/Tudent/@44.194473,28.6490276,17z/data=!3m1!4b1!4m6!3m5!1s0x40bafab7362aa375:0xbc3c69abd819196e!8m2!3d44.194473!4d28.6490276!16s%2Fg%2F11c0r5lkfm?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",open,miercuri: 08–20; joi: 08–20; vineri: 08–20; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20,,,,,,,
LDI1-RO-DE-168X-Q0CK-78,DENTAL CERAMIC - DR. GODESCU DORIN,Clinică de stomatologie,"Bulevardul Mamaia, Constanta",900178,Constanta,Constanța,44.1829981,28.6437096,,+40241519541,,https://www.google.com/maps/place/DENTAL+CERAMIC+-+DR.+GODESCU+DORIN/data=!4m7!3m6!1s0x40bae535f786ec9b:0x7f4667ea2c2ceb7a!8m2!3d44.1829981!4d28.6437096!16s%2Fg%2F1hc6pppj5!19sChIJm-yG9zXlukAReussLOpnRn8?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,,,,,,
LDI1-RO-DE-HCRV-G90S-31,DaVinci dental Clinic,Clinică de stomatologie,"Bulevardul Alexandru Lăpușneanu 190B, Constanta",000000,Constanta,Constanța,44.2146154,28.6286746,https://www.davincidentalclinic.ro/,+40341436391,,"https://www.google.com/maps/place/DaVinci+dental+Clinic/@44.2146154,28.6286746,17z/data=!3m1!4b1!4m6!3m5!1s0x40baf06d8e18b511:0x83568f6d096a0e06!8m2!3d44.2146154!4d28.6286746!16s%2Fg%2F11g6yqp14j?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20; miercuri: 09–20,,,,,,,
LDI1-RO-DE-1J4T-S60R-08,Stomatologie Non Stop Zircomed Dental,Clinică de stomatologie,"Strada Eliberării 48, Constanta",900299,Constanta,Constanța,44.1777959,28.6104847,https://zircomed-dental.ro/,+40799484848,,"https://www.google.com/maps/place/Stomatologie+Non+Stop+Zircomed+Dental/@44.1777959,28.6104847,17z/data=!3m1!4b1!4m6!3m5!1s0x40bae55e488dc0f3:0xdb33df568c4e5901!8m2!3d44.1777959!4d28.6104847!16s%2Fg%2F11f0kx1krw?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",open,joi: 09–00; vineri: 09–00; sâmbătă: 09–00; duminică: 09–00; luni: 09–00; marți: 09–00; miercuri: 09–00,https://www.facebook.com/zircomeddentalurgentestomatologice,https://www.instagram.com/zircomed.dental,,,,,
LDI1-RO-DE-1CB9-Y2K7-07,Dental Beauty Design Constanta,Clinică de stomatologie,"Bloc L1, Bulevardul Alexandru Lăpușneanu 106, Constanta",900407,Constanta,Constanța,44.198151,28.6319531,,+40771438955,,https://www.google.com/maps/place/Dental+Beauty+Design+Constanta/data=!4m7!3m6!1s0x40bafbcf8d0d23cd:0x27203e423c4d8eef!8m2!3d44.198151!4d28.6319531!16s%2Fg%2F11j1v1lwpf!19sChIJzSMNjc_7ukAR745NPEI-ICc?authuser=0&hl=ro&rclk=1,open,joi: 09–22; vineri: 09–22; sâmbătă: 10–17; duminică: Închis; luni: 09–22; marți: 09–22; miercuri: 09–22,,,,,,,
LDI1-RO-DE-6ANN-8MQ9-67,Regina Maria Dental Hospital Constanța (Clinicile Dentare Dr. Leahu),Clinică de stomatologie,"Str. Mihai Viteazu nr 73, Constanta",900191,Constanta,Constanța,44.1842192,28.6392861,https://www.reginamaria.ro/dental/constanta-dental-hospital,+40219777,,https://www.google.com/maps/place/Regina+Maria+Dental+Hospital+Constan%C8%9Ba+%28Clinicile+Dentare+Dr.+Leahu%29/data=!4m7!3m6!1s0x40bae5a32b313873:0x95eb10f0667d4944!8m2!3d44.1842192!4d28.6392861!16s%2Fg%2F11h85q8_nt!19sChIJczgxK6PlukARREl9ZvAQ65U?authuser=0&hl=ru&rclk=1,open,joi: 09–21; vineri: 09–21; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–21; miercuri: 09–21,,https://www.instagram.com/reteaua.reginamaria,,,,https://www.linkedin.com/company/unirea-medical-center,
